RPT_REC_NUM,PRVDR_CTRL_TYPE_CD,PRVDR_NUM,RPT_STUS_CD,filed_date,fy_start_date,fy_end_date,source_year,days_in_period,most_recent,acute_beds_0700,icu_beds_0800,extra_0899,coronary_beds_0900,extra_0999,burn_beds_1000,extra_1099,surg_icu_beds_1100,extra_1199,oth_spec_beds_1200,extra_1299,subtotal_acute_beds_1400,subprovider_ipf_beds_1600,subprovider_irf_beds_1700,subprovider_oth_beds_1800,skilled_nursing_beds_1900,nursing_fac_beds_2000,oth_longterm_beds_2100,hospice_beds_2400,all_beds_2700,labor_delivery_beds_3200,acute_bed_days_0700,icu_bed_days_0800,extra_days_0899,coronary_bed_days_0900,extra_days_0999,burn_bed_days_1000,extra_days_1099,oth_spec_bed_days_1100,extra_days_1199,oth_spec_bed_days_1200,extra_days_1299,subtotal_acute_bed_days_1400,subprovider_ipf_bed_days_1600,subprovider_irf_bed_days_1700,subprovider_oth_bed_days_1800,skilled_nursing_bed_days_1900,nursing_fac_bed_days_2000,oth_longterm_bed_days_2100,hospice_bed_days_2400,obs_bed_days_2800,labor_delivery_bed_days_3200,subtotal_acute_utilization,all_beds_utilization
631924,11,31315,2,2017-06-01,2016-01-01,2016-12-31,2016,365,f,20,,,,,,,,,,,20,,,,,,,,20,,,,,,,,,,,,,2017,,,,,,,,209,,27.0000,
631936,2,131326,2,2017-05-30,2016-01-01,2016-12-31,2016,365,f,19,6,,,,,,,,,,25,,,,,,,,25,6,,433,,,,,,,,,,4528,,,,,,,,386,,49.0000,
631944,1,173028,2,2017-03-03,2015-10-01,2016-09-30,2016,365,f,58,,,,,,,,,,,58,,,,,,,,58,,,,,,,,,,,,,8246,,,,,,,,,,38.0000,
633070,9,61320,2,2017-05-24,2016-01-01,2016-12-31,2016,365,f,20,,,,,,,,,,,20,,,,,,,,20,,,,,,,,,,,,,2024,,,,,,,,301,,27.0000,
633091,6,252010,2,2018-01-19,2016-09-01,2017-08-31,2016,364,t,40,,,,,,,,,,,40,,,,,,,,40,,,,,,,,,,,,,5345,,,,,,,,,,36.0000,
633093,9,261305,2,2018-07-26,2016-07-01,2017-06-30,2016,364,f,15,,,,,,,,,,,15,,,,,,,,15,,,,,,,,,,,,,1174,,,,,,,,211,,21.0000,
633094,2,261307,2,2017-10-18,2016-07-01,2017-06-30,2016,364,f,25,,,,,,,,,,,25,,,,,,,,25,,,,,,,,,,,,,2008,,,,,,,,127,,22.0000,
633129,4,34026,2,2017-04-10,2016-01-01,2016-12-31,2016,365,f,122,,,,,,,,,,,122,,,,,,,,122,,,,,,,,,,,,,39172,,,,,,,,,,87.0000,
633160,4,232030,2,2017-05-17,2016-02-01,2017-01-31,2016,365,f,30,,,,,,,,,,,30,,,,,,,,30,,,,,,,,,,,,,8241,,,,,,,,,,75.0000,
632725,2,521343,2,2017-03-02,2015-10-01,2016-09-30,2016,365,f,18,4,,,,,,,,,,22,10,,,,,,,32,,,62,,,,,,,,,,2733,3015,,,,,,,173,,34.0000,
632730,13,11302,2,2017-02-28,2015-10-01,2016-09-30,2016,365,f,25,,,,,,,,,,,25,,,,,,,,25,,,,,,,,,,,,,3141,,,,,,,,147,,34.0000,
632731,10,14012,2,2017-02-22,2015-10-01,2016-09-30,2016,365,f,126,,,,,,,,,,,126,,,,,,,,126,,,,,,,,,,,,,33934,,,,,,,,,,73.0000,
632733,7,20018,2,2017-06-26,2015-10-01,2016-09-30,2016,365,f,34,,,,,,,,,,,34,,,,,,,,34,,,,,,,,,,,,,4139,,,,,,,,,,33.0000,
632752,2,321302,2,2017-11-22,2016-01-01,2016-12-31,2016,365,f,25,,,,,,,,,,,25,,,,,,,,25,,,,,,,,,,,,,753,,,,,,,,251,,8.0000,
632773,11,451301,2,2017-03-14,2015-10-01,2016-09-30,2016,365,f,7,,,,,,,,,,,7,,,,,,,,7,,,,,,,,,,,,,277,,,,,,,,7,,10.0000,
632785,11,191323,2,2017-02-27,2015-10-01,2016-09-30,2016,365,f,25,,,,,,,,,,,25,,,,,,,,25,,,,,,,,,,,,,2372,,,,,,,,264,,25.0000,
634024,2,360359,5,2017-10-06,2016-01-01,2016-12-31,2016,365,f,131,14,,,,,,,,,,145,,,,,,,,145,,,3567,,,,,,,,,,33938,,,,,,,,6154,,64.0000,
634133,9,171327,2,2017-11-17,2016-07-01,2017-06-30,2016,364,f,19,,,,,,,,,,,19,,,,,,,,19,,,,,,,,,,,,,2232,,,,,,,,163,,32.0000,
634135,2,182005,2,2017-07-03,2016-02-01,2017-01-31,2016,365,f,28,,,,,,,,,,,28,,,,,,,,28,,,,,,,,,,,,,5755,,,,,,,,,,56.0000,
634143,1,281329,2,2017-11-16,2016-07-01,2017-06-30,2016,364,f,25,,,,,,,,,,,25,,,,,,,,25,,,,,,,,,,,,,3990,,,,,,,,408,,43.0000,
634151,4,424010,2,2017-04-25,2016-01-01,2016-12-31,2016,365,f,125,,,,,,,,,,,125,,,,,,,,125,,,,,,,,,,,,,40610,,,,,,,,,,89.0000,
634155,4,454050,2,2017-04-28,2016-01-01,2016-12-31,2016,365,f,54,,,,,,,,,,,54,,,,,,,,54,,,,,,,,,,,,,13164,,,,,,,,,,66.0000,
633833,11,450155,1,2017-02-21,2015-10-01,2016-09-30,2016,365,f,30,2,,,,,,,,,,32,,,,,,,,32,,,8,,,,,,,,,,2941,,,,,,,,303,,25.0000,
633843,11,450465,1,2017-03-01,2015-10-01,2016-09-30,2016,365,f,40,6,,,,,,,,,,46,12,,,,,,,58,,,1124,,,,,,,,,,8353,2534,,,,,,,1127,,49.0000,
633855,2,450847,1,2017-06-01,2016-01-01,2016-12-31,2016,365,f,152,32,,,,,,,,24,,208,,,,,,,,208,,,7363,,,,,,,,2947,,40724,,,,,,,,4161,,53.0000,
633860,6,670061,1,2017-05-25,2016-01-01,2016-12-31,2016,365,f,33,,,,,,,,,,,33,,,,,,,,33,,,,,,,,,,,,,2461,,,,,,,,531,,20.0000,
633862,4,670073,1,2017-05-01,2015-12-01,2016-11-30,2016,365,f,28,4,,,,,,,,,,32,,,,,,,,32,,,135,,,,,,,,,,6485,,,,,,,,89,,55.0000,
633874,4,450662,5,2018-03-16,2016-04-01,2017-03-31,2016,364,f,186,18,,,,,,,,10,,214,,,,,,,,214,,,7147,,,,,,,,3167,,56139,,,,,,,,5293,,72.0000,
633919,1,180001,2,2017-05-26,2016-01-01,2016-12-31,2016,365,f,120,14,,,,,,,,,,134,,,,26,,,,160,,,3469,,,,,,,,,,31626,,,,5572,,,,2505,,64.0000,
633927,8,180027,1,2017-03-01,2015-10-01,2016-09-30,2016,365,f,118,10,,,,,,,,,,128,,12,,160,,,,300,,,1825,,,,,,,,,,19095,,1087,,49563,,,,1551,,40.0000,
633946,1,180102,1,2017-05-31,2016-01-01,2016-12-31,2016,365,f,239,14,,12,,,,,,,,265,13,28,,,,,10,316,3,,3251,,2403,,,,,,,,42655,2495,5184,,,,,1427,2618,,44.0000,
633972,2,360044,1,2017-05-26,2016-01-01,2016-12-31,2016,365,f,57,6,,,,,,,,,,63,,,,,,,,63,,,1269,,,,,,,,,,5336,,,,,,,,2307,,23.0000,
633985,2,360082,5,2018-05-14,2016-01-01,2016-12-31,2016,365,f,110,12,,,,,,,,,,122,15,48,,40,,,,225,,,2920,,,,,,,,,,19813,4738,9641,,12140,,,,4482,,44.0000,
633988,2,360091,2,2017-05-25,2016-01-01,2016-12-31,2016,365,f,136,12,,,,,,,,,,148,,,,,,,,148,,,2782,,,,,,,,,,24774,,,,,,,,2679,,45.0000,
633997,1,360143,2,2018-05-11,2016-01-01,2016-12-31,2016,365,f,145,28,,,,,,,,,,173,67,,,,,,,240,,,6155,,,,,,,,,,30535,17693,,,,,,,5299,,48.0000,
634005,2,360174,2,2018-05-16,2016-01-01,2016-12-31,2016,365,f,117,10,,,,,,,,,,127,21,11,,,,,,159,,,2233,,,,,,,,,,19279,3773,2029,,,,,,3991,,41.0000,
634010,1,360210,5,2018-05-11,2016-07-01,2017-06-30,2016,364,f,58,6,,,,,,,,,,64,,,,,,,,64,7,,1063,,,,,,,,,,7028,,,,,,,,1270,,30.0000,
634013,1,360236,1,2017-05-31,2016-01-01,2016-12-31,2016,365,f,107,16,,,,,,,,,,123,24,,,,,,,147,,,3272,,,,,,,,,,21026,6420,,,,,,,1153,,46.0000,
634033,4,53034,2,2018-01-17,2016-01-01,2016-12-31,2016,365,f,48,,,,,,,,,,,48,,,,,,,,48,,,,,,,,,,,,,14899,,,,,,,,,,85.0000,
634034,4,54130,2,2017-05-15,2016-01-01,2016-12-31,2016,365,f,68,,,,,,,,,,,68,,,,,,,,68,,,,,,,,,,,,,13262,,,,,,,,,,53.0000,
634088,4,52051,2,2017-06-01,2016-01-01,2016-12-31,2016,365,f,57,,,,,,,,,,,57,,,,,,,,57,,,,,,,,,,,,,11649,,,,,,,,,,55.0000,
634131,2,141320,5,2018-10-23,2016-01-01,2016-12-31,2016,365,f,25,,,,,,,,,,,25,,,,,,,,25,,,,,,,,,,,,,4741,,,,,,,,202,,51.0000,
635014,4,252005,2,2017-05-23,2016-01-01,2016-12-31,2016,365,f,61,,,,,,,,,,,61,,,,,,,,61,,,,,,,,,,,,,9793,,,,,,,,,,43.0000,
635016,4,294008,2,2017-05-23,2016-01-01,2017-01-31,2016,396,t,21,,,,,,,,,,,21,,,,,,,,21,,,,,,,,,,,,,3712,,,,,,,,,,44.0000,
635018,9,314027,4,2017-04-06,2016-01-01,2016-12-31,2016,365,f,44,,,,,,,,,,,44,,,,,,,,44,,,,,,,,,,,,,15809,,,,,,,,,,98.0000,
635029,4,673046,2,2017-11-27,2016-07-01,2017-06-30,2016,364,f,44,,,,,,,,,,,44,,,,,,,,44,,,,,,,,,,,,,11327,,,,,,,,,,70.0000,
635033,4,370235,2,2017-05-31,2016-01-01,2016-12-31,2016,365,f,44,,,,,,,,,,,44,,,,,,,,44,,,,,,,,,,,,,5969,,,,,,,,2111,,37.0000,
635035,4,450028,5,2018-05-03,2016-05-01,2017-04-30,2016,364,f,168,24,36,,,,,,,,,228,37,,,15,,,,280,18,,4723,3190,,,,,,,,,42872,8760,,,465,,,,2535,,51.0000,
635039,11,450235,5,2018-05-23,2016-07-01,2017-06-30,2016,364,f,34,,,,,,,,,,,34,,,,,,,,34,,,,,,,,,,,,,2277,,,,,,,,457,,18.0000,
635040,11,450243,1,2018-01-29,2016-09-01,2017-08-31,2016,364,f,25,,,,,,,,,,,25,,,,,,,,25,,,,,,,,,,,,,361,,,,,,,,74,,3.0000,
635063,2,180152,2,2016-09-12,2016-02-01,2016-03-31,2016,59,t,35,,,,,,,,,,,35,,,,,,,,35,,,,,,,,,,,,,256,,,,,,,,,,12.0000,
634500,2,450844,5,2018-05-31,2016-01-01,2016-12-31,2016,365,f,281,32,,,,,,,,,,313,,,,,,,,313,,,10696,,,,,,,,,,84971,,,,,,,,7803,,74.0000,
634506,11,450055,5,2017-10-19,2015-10-01,2016-09-30,2016,365,f,34,5,,,,,,,,,,39,,,,,,,,39,,,564,,,,,,,,,,4794,,,,,,,,,,33.0000,
634537,2,450684,1,2017-06-01,2016-01-01,2016-12-31,2016,365,f,225,24,,,,,,,,6,,255,,,,,,,,255,,,4508,,,,,,,,1724,,58466,,,,,,,,2725,,62.0000,
634539,6,450893,1,2017-06-01,2016-01-01,2016-12-31,2016,365,f,22,,,,,,,,,,,22,,,,,,,,22,,,,,,,,,,,,,2274,,,,,,,,641,,28.0000,
634542,4,670087,1,2017-06-02,2016-01-01,2016-12-31,2016,365,f,8,,,,,,,,,,,8,,,,,,,,8,,,,,,,,,,,,,34,,,,,,,,22,,1.0000,
634546,2,450007,5,2018-02-15,2016-07-01,2017-06-30,2016,364,f,72,12,,,,,,,,,,84,,26,,,,,,110,14,,2917,,,,,,,,,,16145,,5329,,,,,,3601,,52.0000,
634617,4,673045,2,2017-05-25,2016-01-01,2016-12-31,2016,365,f,30,,,,,,,,,,,30,,,,,,,,30,,,,,,,,,,,,,8738,,,,,,,,,,79.0000,
634619,4,670089,1,2017-02-28,2016-01-01,2016-10-01,2016,274,t,18,,,,,,,,,,,18,,,,,,,,18,,,,,,,,,,,,,52,,,,,,,,2,,1.0000,
634628,4,370216,2,2017-05-26,2016-01-01,2016-12-31,2016,365,f,38,,,,,,,,,,,38,,,,,,,,38,,,,,,,,,,,,,2993,,,,,,,,273,,21.0000,
634634,5,450876,1,2017-05-31,2016-01-01,2016-12-31,2016,365,f,58,15,,,,,,,,,,73,,,,,,,,73,,,2417,,,,,,,,,,11205,,,,,,,,2467,,42.0000,
634637,4,670044,2,2017-06-01,2016-01-01,2016-12-31,2016,365,f,44,6,,,,,,,,,,50,,,,,,,,50,,,1423,,,,,,,,,,16444,,,,,,,,1040,,90.0000,
634740,4,54078,2,2017-05-24,2016-01-01,2016-12-31,2016,365,f,118,,,,,,,,,,,118,,,,,,38,,156,,,,,,,,,,,,,28514,,,,,,4623,,,,66.0000,
634788,9,420068,1,2017-03-01,2015-10-01,2016-09-30,2016,365,f,231,20,,,,,,,,,,251,15,20,,,,,,286,,,2275,,,,,,,,,,43424,2628,4989,,,,,,3031,,47.0000,
634791,2,420087,5,2018-01-29,2016-01-01,2016-12-31,2016,365,f,278,38,,,,,,,,,,316,,52,,,,,,368,,,7585,,,,,,,,,,58249,,14845,,,,,122,1285,,50.0000,
634792,2,420065,5,2018-01-29,2016-01-01,2016-12-31,2016,365,f,178,11,,,,,,,,,,189,,,,,,,,189,,,2373,,,,,,,,,,40136,,,,,,,,1279,,58.0000,
635064,2,180153,2,2016-08-10,2016-02-01,2016-03-31,2016,59,t,37,,,,,,,,,,,37,,,,,,,,37,,,,,,,,,,,,,293,,,,,,,,,,13.0000,
635075,1,360089,1,2017-05-31,2016-01-01,2016-12-31,2016,365,f,40,5,,,,,,,,,,45,,,,,,,,45,,,680,,,,,,,,,,6770,,,,,,,,389,,41.0000,
635112,2,340120,1,2017-03-01,2015-10-01,2016-09-30,2016,365,f,40,9,,,,,,,,,,49,25,,,,,,,74,,,1535,,,,,,,,,,9207,7588,,,,,,,1010,,51.0000,
635113,2,340186,1,2017-03-01,2015-10-01,2016-09-30,2016,365,f,58,8,,,,,,,,,,66,19,,,,,,,85,4,,1315,,,,,,,,,,10816,6151,,,,,,,1353,,44.0000,
635114,2,490004,1,2017-06-01,2016-01-01,2016-12-31,2016,365,f,204,34,,,,,,,,,,238,,,,,,,,238,,,7211,,,,,,,,,,53917,,,,,,,,2990,,62.0000,
635117,4,490023,1,2017-04-03,2015-11-01,2016-10-31,2016,365,f,89,8,,,,,,,,,,97,,,,,,,,97,,,1818,,,,,,,,,,19702,,,,,,,,1400,,55.0000,
635122,1,490069,1,2018-01-31,2016-09-01,2017-08-31,2016,364,f,200,24,,,,,,,,,,224,,,,,,,,224,12,,7403,,,,,,,,,,62042,,,,,,,,4284,,76.0000,
635126,2,490084,1,2017-06-01,2016-01-01,2016-12-31,2016,365,f,60,7,,,,,,,,,,67,,,,,,,,67,,,1314,,,,,,,,,,5461,,,,,,,,416,,22.0000,
635244,1,160082,1,2017-05-25,2016-01-01,2016-12-31,2016,365,f,370,42,44,,,,,,,,,456,,23,,,,,,479,20,,9797,12890,,,,,,,,,128671,,5239,,,,,,7125,,77.0000,
635249,2,160110,1,2017-03-31,2016-01-01,2016-12-31,2016,365,f,168,12,7,,,,,,,,,187,,12,,,,,,199,,,2075,1028,,,,,,,,,33451,,2510,,,,,,5070,,49.0000,
635415,4,230013,5,2018-04-23,2016-01-01,2016-12-31,2016,365,f,37,10,,,,,,,,,,47,30,17,,,,,,94,,,,,,,,,,,,,2022,5795,,,,,,,150,,11.0000,
635426,2,230151,1,2017-06-01,2016-01-01,2016-12-31,2016,365,f,232,24,,,,,,,,,,256,25,20,,,,,,301,4,,6015,,,,,,,,,,60862,8521,4899,,,,,,5615,,65.0000,
635243,1,160080,1,2017-11-30,2016-07-01,2017-06-30,2016,364,f,97,10,,,,,,,,,,107,,,,97,,,,204,4,,1320,,,,,,,,,,14995,,,,24787,,,10646,1229,,38.0000,
635265,2,170027,2,2017-03-02,2015-10-01,2016-09-30,2016,365,f,29,6,,,,,,,,,,35,,,,46,,,,81,,,650,,,,,,,,,,4883,,,,14341,,,,277,,38.0000,
635275,9,170110,1,2017-07-05,2016-02-01,2016-12-31,2016,334,f,22,,,,,,,,,,,22,,,,,,,,22,,,,,,,,,,,,,1782,,,,,,,,124,,24.0000,
635293,4,170199,5,2017-09-25,2016-01-01,2016-12-31,2016,365,f,7,2,,,,,,,,,,9,,,,,,,,9,,,,,,,,,,,,,148,,,,,,,,,,4.0000,
635309,11,260175,1,2017-09-01,2016-04-01,2017-03-31,2016,364,f,46,8,,,,,,,,,,54,,,,,,,,54,,,1405,,,,,,,,,,7783,,,,,,,,838,,39.0000,
635311,11,260195,1,2017-10-31,2016-06-01,2017-05-31,2016,364,f,44,8,,,,,,,,,,52,20,,,,,,,72,,,1598,,,,,,,,,,8977,3293,,,,,,,906,,47.0000,
635312,6,260227,5,2018-04-25,2016-01-01,2016-12-31,2016,365,f,7,,,,,,,,,,,7,,,,,,,,7,,,,,,,,,,,,,1437,,,,,,,,244,,56.0000,
635318,2,280061,1,2017-04-13,2016-01-01,2016-12-31,2016,365,f,100,22,,,,,,,,,,122,18,18,,,,,,158,,,4817,,,,,,,,,,21729,2136,3862,,,,,,1683,,48.0000,
635352,9,150044,2,2018-06-01,2016-01-01,2016-09-30,2016,273,f,199,16,,,,,,,,,,215,,,,,,,,215,,,3783,,,,,,,,,,43148,,,,,,,,8512,,73.0000,
635356,2,150051,1,2017-05-30,2016-01-01,2016-12-31,2016,365,f,241,16,,,,,,,,,,257,,16,,,,,,273,,,4074,,,,,,,,,,50652,,3144,,,,,24463,5558,,53.0000,
635367,4,150075,2,2017-03-02,2015-10-01,2016-09-30,2016,365,f,55,7,,,,,,,,,,62,,,,13,,,,75,,,950,,,,,,,,,,5257,,,,3003,,,,1476,,23.0000,
635381,1,150109,5,2017-07-06,2016-01-01,2016-12-31,2016,365,f,138,17,,,,,,,,14,,169,,18,,,,,,187,,,4704,,,,,,,,2779,,44083,,3002,,,,,,,,71.0000,
635383,2,150113,2,2017-04-18,2016-01-01,2016-12-31,2016,365,f,128,12,,,,,,,,,,140,,,,,,,,140,,,1570,,,,,,,,,,25296,,,,,,,,2404,,49.0000,
635411,4,150183,5,2017-11-27,2016-01-01,2016-12-31,2016,365,f,24,8,,,,,,,,,,32,,,,,,,,32,,,983,,,,,,,,,,5058,,,,,,,,139,,43.0000,
635543,4,100071,2,2018-01-04,2015-10-01,2016-09-30,2016,365,f,214,20,10,,,,,,,,,244,,,,,,,,244,,,6348,1589,,,,,,,,,42259,,,,,,,,3453,,47.0000,
635544,4,100077,2,2018-01-04,2016-01-01,2016-12-31,2016,365,f,225,22,7,,,,,,,,,254,,,,,,,,254,,,6475,1526,,,,,,,,,51049,,,,,,,,4827,,55.0000,
635548,4,100110,1,2017-06-01,2016-01-01,2016-12-31,2016,365,f,259,32,6,,,,,,,10,,307,25,,,,,,,332,,,9605,76,,,,,,,1471,,99488,7976,,,,,,,5534,,88.0000,
635555,11,100142,2,2017-02-27,2015-10-01,2016-09-30,2016,365,f,59,7,,,,,,,,,,66,,,,,,,,66,5,,1361,,,,,,,,,,14153,,,,,,,,1093,,58.0000,
635564,4,100220,2,2017-02-24,2015-10-01,2016-09-30,2016,365,f,317,32,,,,,,,,,,349,,,,,,,,349,,,7960,,,,,,,,,,99892,,,,,,,,15294,,78.0000,
635583,4,110046,2,2017-03-01,2015-10-01,2016-09-30,2016,365,f,69,8,,,,,,,,,,77,,,,,,,,77,,,1634,,,,,,,,,,9705,,,,,,,,1043,,34.0000,
635584,5,110075,2,2017-03-02,2015-10-01,2016-09-30,2016,365,f,125,24,,,,,,,,,,149,,,,,,,,149,,,7311,,,,,,,,,,32423,,,,,,,,2783,,59.0000,
635588,4,110177,5,2018-03-27,2016-04-01,2017-03-31,2016,364,f,188,24,,,,36,,,,9,,257,,28,,,,,,285,,,5584,,,,11910,,,,783,,66836,,6100,,,,,,4629,,71.0000,
635593,4,130014,2,2017-02-27,2015-10-01,2016-09-30,2016,365,f,95,13,,,,,,,,,,108,,,,,,,,108,7,,2388,,,,,,,,,,16652,,,,,,,,1165,,42.0000,
635598,1,140064,2,2017-03-01,2015-10-01,2016-09-30,2016,365,f,81,9,,,,,,,,,,90,,,,,,,,90,,,1356,,,,,,,,,,11675,,,,,,,,864,,35.0000,
635609,1,140233,1,2017-03-01,2015-10-01,2016-09-30,2016,365,f,199,36,,,,,,,,,,235,,,,,,,,235,,,9007,,,,,,,,,,50554,,,,,,,,3176,,58.0000,
635610,2,140239,1,2017-12-01,2016-07-01,2017-06-30,2016,364,f,240,21,,,,,,,59,,,320,14,,,,,,,334,,,4141,,,,,,,15395,,,61760,3633,,,,,,,6430,,53.0000,
635613,1,140290,1,2017-12-01,2016-07-01,2017-06-30,2016,364,f,260,35,16,,,,,,,,,311,,,,,,,,311,,,4905,8095,,,,,,,,,81975,,,,,,,,8467,,72.0000,
635620,4,170176,1,2017-10-25,2016-06-01,2017-05-31,2016,364,f,174,25,63,,,,,,,,,262,,,,,,,,262,13,,5834,13201,,,,,,,,,58649,,,,,,,,5014,,61.0000,
635624,4,180078,2,2017-03-01,2015-10-01,2016-09-30,2016,365,f,66,6,,,,,,,,,,72,,,,,,,,72,,,1494,,,,,,,,,,6560,,,,,,,,1232,,24.0000,
635646,4,190177,5,2017-11-27,2016-01-01,2016-12-31,2016,365,f,131,12,,,,,,,,8,,151,24,,,,,,,175,,,3076,,,,,,,,2374,,29109,6613,,,,,,,1914,,52.0000,
635655,2,220016,2,2017-03-01,2015-10-01,2016-09-30,2016,365,f,83,6,,,,,,,,,,89,,,,,,,,89,,,911,,,,,,,,,,19495,,,,,,,,2458,,60.0000,
635662,2,220065,2,2017-03-01,2015-10-01,2016-09-30,2016,365,f,71,6,,,,,,,,,,77,20,,,,,,,97,,,333,,,,,,,,,,10542,5794,,,,,,,631,,37.0000,
635663,1,220066,1,2017-12-04,2016-07-01,2017-06-30,2016,364,f,226,37,,,,,,,,,,263,50,30,,,,21,,364,6,,6062,,,,,,,,,,54487,15737,6515,,,,,,6211,,56.0000,
635699,1,260065,5,2018-06-04,2016-07-01,2017-06-30,2016,364,f,482,47,,,,9,,25,,27,,590,,,,,,,,590,,,11865,,,,1120,,6231,,9566,,164203,,,,,,,,10076,,76.0000,
635715,1,260138,1,2017-06-01,2016-01-01,2016-12-31,2016,365,f,338,71,,,,,,,,45,,454,,17,,,,73,,544,11,,17303,,,,,,,,12282,,114147,,5454,,,,2432,,6905,,68.0000,
635724,4,260190,2,2017-12-18,2015-10-01,2016-09-30,2016,365,f,54,10,,,,,,,,,,64,,,,,,,,64,,,2141,,,,,,,,,,13544,,,,,,,,1981,,57.0000,
635733,2,280040,1,2017-05-31,2016-01-01,2016-12-31,2016,365,f,292,22,36,,,,,,,,,350,,18,,,,,,368,8,,3974,13176,,,,,,,,,94070,,5010,,,,,,4294,,73.0000,
635736,2,280111,5,2017-11-27,2016-05-01,2017-04-30,2016,364,f,42,5,,,,,,,,,,47,,,,,,4,,51,,,553,,,,,,,,,,7817,,,,,,1355,,665,,45.0000,
635745,4,340106,2,2017-03-02,2015-10-01,2016-09-30,2016,365,f,58,6,,,,,,,,,,64,,,,,,,,64,,,1219,,,,,,,,,,7133,,,,,,,,244,,30.0000,
635758,4,390026,1,2017-11-30,2016-07-01,2017-06-30,2016,364,f,114,14,,,,,,,,,,128,20,,,,,,,148,,,2186,,,,,,,,,,24039,5085,,,,,,,2375,,51.0000,
635766,4,390123,1,2017-12-01,2016-07-01,2017-06-30,2016,364,f,155,28,,,,,,,,,,183,28,,,,,,,211,,,3232,,,,,,,,,,33153,7597,,,,,,,5137,,49.0000,
635771,2,500001,1,2017-12-05,2016-07-01,2017-06-30,2016,364,f,136,32,,,,,,,,,,168,27,,,,,,,195,,,8548,,,,,,,,,,43435,9700,,,,,,,1832,,71.0000,
635777,4,500119,1,2017-03-02,2015-10-01,2016-09-30,2016,365,f,97,26,,,,,,,,,,123,,,,,,,,123,,,3028,,,,,,,,,,21147,,,,,,,,1065,,47.0000,
635785,4,420010,2,2017-03-02,2015-10-01,2016-09-30,2016,365,f,104,12,,,,,,,,,,116,,,,,,,,116,,,3072,,,,,,,,,,15529,,,,,,,,1048,,36.0000,
635793,4,440051,2,2016-10-14,2016-02-01,2016-05-17,2016,106,t,28,,,,,,,,,,,28,,,,,,,,28,,,,,,,,,,,,,93,,,,,,,,33,,3.0000,
635802,4,440185,1,2018-01-31,2016-09-01,2017-08-31,2016,364,f,155,27,,,,,,,,,,182,,,,,,,,182,,,6577,,,,,,,,,,37925,,,,,,,,4037,,57.0000,
635819,4,450702,2,2017-03-02,2015-10-01,2016-09-30,2016,365,f,170,24,21,,,,,,,,,215,,,,15,,,,230,,,3749,3002,,,,,,,,,39628,,,,4568,,,,5063,,50.0000,
635828,2,340097,1,2017-02-28,2015-10-01,2016-09-30,2016,365,f,81,,,,,,,,,,,81,,,,,,,,81,,,,,,,,,,,,,16154,,,,,,,,3101,,54.0000,
635832,2,340189,1,2016-12-01,2015-12-22,2016-06-30,2016,191,t,35,,,,,,,,,,,35,,,,,,,,35,,,,,,,,,,,,,490,,,,,,,,,,7.0000,
635833,9,340042,1,2017-02-28,2015-10-01,2016-09-30,2016,365,f,148,14,,,,,,,,,,162,,,,,,,,162,,,2293,,,,,,,,,,31494,,,,,,,,3205,,53.0000,
635834,8,340142,1,2017-05-02,2015-10-01,2016-09-30,2016,365,f,91,8,,,,,,,,,,99,,,,,,,,99,,,1981,,,,,,,,,,25311,,,,,,,,2088,,70.0000,
635836,4,420091,1,2017-12-01,2016-07-01,2017-06-30,2016,364,f,317,37,,,,,,,,,,354,,42,,,,,,396,,,6484,,,,,,,,,,53336,,5543,,,,,,4202,,41.0000,
635850,6,372022,2,2017-11-22,2016-07-01,2017-06-30,2016,364,f,64,,,,,,,,,,,64,,,,,,,,64,,,,,,,,,,,,,21124,,,,,,,,,,90.0000,
635863,2,370106,1,2017-12-21,2016-07-01,2017-06-30,2016,364,f,175,20,,,,,,,,,,195,,86,,,,,,281,,,6023,,,,,,,,,,50563,,18291,,,,,,2728,,71.0000,
635865,5,370203,2,2018-06-09,2016-01-01,2016-12-31,2016,365,f,42,3,,,,,,,,,,45,,,,,,,,45,,,186,,,,,,,,,,5991,,,,,,,,1219,,36.0000,
635869,2,450102,1,2017-12-01,2016-07-01,2017-06-30,2016,364,f,345,112,,,,,,,,,,457,,,,,,,,457,9,,19990,,,,,,,,,,112064,,,,,,,,10732,,67.0000,
635870,1,450163,1,2017-11-30,2016-07-01,2017-06-30,2016,364,f,40,10,,,,,,,,,,50,,,,,,,,50,,,3432,,,,,,,,,,13895,,,,,,,,464,,76.0000,
635871,1,450237,5,2018-06-25,2016-07-01,2017-06-30,2016,364,f,283,102,,,,,,,,20,,405,19,,,,,,,424,12,,10347,,,,,,,,227,,78217,4272,,,,,,,9045,,53.0000,
635879,4,450831,1,2018-01-30,2016-09-01,2017-08-31,2016,364,f,37,,,,,,,,,,,37,,,,,,,,37,,,,,,,,,,,,,75,,,,,,,,24,,0.0000,
635880,5,450845,1,2017-06-01,2016-01-01,2016-12-31,2016,365,f,31,,,,,,,,,,,31,,,,,,,,31,,,,,,,,,,,,,1734,,,,,,,,,,15.0000,
635881,5,450874,1,2017-05-26,2016-01-01,2016-12-31,2016,365,f,20,,,,,,,,,,,20,,,,,,,,20,,,,,,,,,,,,,1624,,,,,,,,295,,22.0000,
