RPT_REC_NUM,PRVDR_CTRL_TYPE_CD,PRVDR_NUM,RPT_STUS_CD,filed_date,fy_start_date,fy_end_date,source_year,days_in_period,most_recent,acute_beds_0700,icu_beds_0800,extra_0899,coronary_beds_0900,extra_0999,burn_beds_1000,extra_1099,surg_icu_beds_1100,extra_1199,oth_spec_beds_1200,extra_1299,subtotal_acute_beds_1400,subprovider_ipf_beds_1600,subprovider_irf_beds_1700,subprovider_oth_beds_1800,skilled_nursing_beds_1900,nursing_fac_beds_2000,oth_longterm_beds_2100,hospice_beds_2400,all_beds_2700,labor_delivery_beds_3200,acute_bed_days_0700,icu_bed_days_0800,extra_days_0899,coronary_bed_days_0900,extra_days_0999,burn_bed_days_1000,extra_days_1099,oth_spec_bed_days_1100,extra_days_1199,oth_spec_bed_days_1200,extra_days_1299,subtotal_acute_bed_days_1400,subprovider_ipf_bed_days_1600,subprovider_irf_bed_days_1700,subprovider_oth_bed_days_1800,skilled_nursing_bed_days_1900,nursing_fac_bed_days_2000,oth_longterm_bed_days_2100,hospice_bed_days_2400,obs_bed_days_2800,labor_delivery_bed_days_3200,subtotal_acute_utilization,all_beds_utilization
650566,9,54114,2,2017-12-13,2016-07-01,2017-06-30,2016,364,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653506,4,392036,2,2018-08-30,2017-04-01,2018-03-31,2017,364,f,40,,,,,,,,,,,40,,,,,,,,40,,,,,,,,,,,,,9187,,,,,,,,,,63.0000,
653591,2,261337,2,2018-05-30,2017-01-01,2017-12-31,2017,364,f,25,,,,,,,,,,,25,10,,,,,,,35,,,,,,,,,,,,,5827,2805,,,,,,,747,,64.0000,
653592,2,281319,2,2018-02-28,2016-10-01,2017-09-30,2017,364,f,17,,,,,,,,,,,17,,,,40,,,,57,,,,,,,,,,,,,1360,,,,13877,,,,502,,21.0000,
653593,1,281321,2,2019-02-01,2017-07-01,2018-06-30,2017,364,f,16,,,,,,,,,,,16,,,,,,,,16,,,,,,,,,,,,,293,,,,,,,,74,,5.0000,
653594,2,281355,2,2018-06-04,2017-01-01,2017-12-31,2017,364,f,18,,,,,,,,,,,18,,,,,,,,18,,,,,,,,,,,,,1468,,,,,,,,236,,22.0000,
653605,4,322002,2,2018-12-13,2017-09-01,2018-08-31,2017,364,t,51,6,,,,,,,,,,57,,,,,,,,57,,,2044,,,,,,,,,,14667,,,,,,,,,,70.0000,
653623,4,454104,2,2018-05-04,2017-01-01,2017-12-31,2017,364,f,104,,,,,,,,,,,104,,,,,,,,104,,,,,,,,,,,,,25410,,,,,,,,,,67.0000,
653663,2,151319,2,2018-03-01,2016-10-01,2017-09-30,2017,364,f,20,5,,,,,,,,,,25,,,,,,,,25,,,84,,,,,,,,,,2098,,,,,,,,527,,23.0000,
653682,4,192013,2,2019-01-28,2017-09-01,2018-08-31,2017,364,t,24,,,,,,,,,,,24,,,,,,,,24,,,,,,,,,,,,,6726,,,,,,,,,,76.0000,
653683,4,194082,2,2018-05-31,2017-01-01,2017-12-31,2017,364,f,16,,,,,,,,,,,16,,,,,,,,16,,,,,,,,,,,,,4837,,,,,,,,,,83.0000,
653687,4,233300,2,2018-11-28,2017-01-01,2017-12-31,2017,364,f,123,42,,,,18,,,,43,,226,,,,,,,,226,,,12162,,,,3497,,,,11855,,55356,,,,,,,,3160,,67.0000,
653688,8,241341,2,2018-07-06,2016-10-01,2017-09-30,2017,364,f,15,,,,,,,,,,,15,,,,50,,,,65,,,,,,,,,,,,,654,,,,13736,,,,98,,11.0000,
654262,4,234023,2,2018-10-29,2017-07-01,2018-06-30,2017,364,f,213,,,,,,,,,,,213,,,,,,30,,243,,,,,,,,,,,,,63068,,,,,,10908,,,,81.0000,
654283,10,334003,2,2019-03-29,2017-04-01,2018-03-31,2017,364,t,108,,,,,,,,,,,108,,,,,,,,108,,,,,,,,,,,,,24076,,,,,,,,,,61.0000,
654284,10,334046,2,2019-03-29,2017-04-01,2018-03-31,2017,364,t,109,,,,,,,,,,,109,,,,,,,,109,,,,,,,,,,,,,39580,,,,,,,,,,99.0000,
654295,8,371309,2,2018-03-05,2016-10-01,2017-09-30,2017,364,f,25,,,,,,,,,,,25,,,,,,,,25,,,,,,,,,,,,,3658,,,,,,,,33,,40.0000,
654296,10,374001,2,2018-12-03,2017-07-01,2018-06-30,2017,364,f,24,,,,,,,,,,,24,,,,,,,,24,,,,,,,,,,,,,5402,,,,,,,,,,61.0000,
635645,4,190167,1,2017-02-27,2015-10-01,2016-09-30,2016,365,f,85,14,,,,,,,,,,99,,10,,,,,,109,,,1852,,,,,,,,,,15042,,1475,,,,,,1936,,41.0000,
635660,2,220050,2,2017-03-13,2015-10-01,2016-09-09,2016,344,t,21,4,,,,,,,,,,25,,,,,,,,25,,,,,,,,,,,,,1891,,,,,,,,812,,21.0000,
635668,2,220105,1,2017-03-01,2015-10-01,2016-09-30,2016,365,f,179,10,16,,,,,,,,,205,,,,,,,,205,,,2454,3180,,,,,,,,,49144,,,,,,,,4491,,65.0000,
635671,4,250007,2,2017-03-02,2015-10-01,2016-09-30,2016,365,f,148,18,,,,,,,,,,166,12,,,,,,,178,,,2323,,,,,,,,,,31597,2168,,,,,,,2166,,52.0000,
657414,1,360161,5,2018-06-22,2017-01-01,2017-12-31,2017,364,f,113,12,,,,,,,,,,125,,,,,,,,125,7,,3603,,,,,,,,,,36351,,,,,,,,1509,,79.0000,
657422,2,360359,1,2018-06-04,2017-01-01,2017-12-31,2017,364,f,112,16,,,,,,,,,,128,,,,,,,,128,,,3770,,,,,,,,,,33381,,,,,,,,4417,,71.0000,
657427,4,370014,5,2019-04-03,2016-10-01,2017-09-30,2017,364,f,132,8,,,,,,,,,,140,,,,,,,,140,,,1895,,,,,,,,,,19158,,,,,,,,2444,,37.0000,
657445,4,390026,1,2018-03-01,2017-07-01,2017-09-30,2017,91,f,114,14,,,,,,,,,,128,20,,,,,,,148,,,539,,,,,,,,,,6998,1344,,,,,,,414,,60.0000,
657454,2,390068,5,2019-10-04,2017-07-01,2018-06-30,2017,364,f,54,6,5,,,,,,,,,65,,,,,,,,65,,,551,1797,,,,,,,,,11133,,,,,,,,471,,47.0000,
657468,4,390290,1,2018-06-28,2017-01-01,2018-01-11,2017,375,f,331,29,,14,,,,16,,17,,407,20,,,,,,,427,25,,6689,,2384,,,,3683,,4520,,94256,3642,,,,,,,9539,,61.0000,
657474,1,420023,1,2019-01-30,2017-09-01,2018-08-31,2017,364,t,286,33,,,,,,,,,,319,,19,,,,,150,488,,,8046,,,,,,,,,,85660,,3614,,,,,,9071,,73.0000,
657475,4,420030,5,2018-11-05,2017-01-01,2017-12-31,2017,364,f,94,8,,,,,,,,,,102,19,14,,,,,,135,,,2051,,,,,,,,,,14909,5460,1428,,,,,,714,,40.0000,
657479,9,420071,1,2018-02-28,2016-10-01,2017-09-30,2017,364,f,242,10,18,20,,,,,,,,290,32,,,,,,,322,,,2402,3237,3558,,,,,,,,52438,5143,,,,,,,6750,,49.0000,
657485,2,420104,5,2019-08-26,2017-01-01,2017-12-31,2017,364,f,74,10,,,,,,,,,,84,,,,,,,,84,1,,1397,,,,,,,,,,7978,,,,,,,,127,,26.0000,
657489,4,440061,1,2018-07-02,2017-02-01,2018-01-31,2017,364,f,35,6,,,,,,,,,,41,,,,,,,,41,,,820,,,,,,,,,,3354,,,,,,,,1311,,22.0000,
657490,4,440067,1,2018-10-25,2017-06-01,2018-05-31,2017,364,f,98,9,,,,,,,,,,107,,28,,,,,,135,,,1524,,,,,,,,,,5479,,2020,,,,,,853,,14.0000,
657497,4,440182,1,2018-06-27,2017-02-01,2018-01-31,2017,364,f,30,,,,,,,,,,,30,,,,,,,,30,,,,,,,,,,,,,3303,,,,,,,,563,,30.0000,
657498,4,440185,1,2019-01-29,2017-09-01,2018-08-31,2017,364,t,156,27,,,,,,,,,,183,,,,,,,,183,,,6518,,,,,,,,,,40417,,,,,,,,4384,,60.0000,
657499,4,440189,1,2018-02-26,2016-10-01,2017-09-30,2017,364,f,99,16,,,,,,,,,,115,,,,,,,,115,,,2797,,,,,,,,,,17889,,,,,,,,2584,,42.0000,
657500,4,440192,1,2018-11-30,2017-07-01,2018-06-30,2017,364,f,28,4,,,,,,,,,,32,10,,,,,,,42,,,128,,,,,,,,,,1651,3144,,,,,,,574,,14.0000,
657501,4,440193,5,2019-03-20,2016-11-01,2017-10-31,2017,364,f,158,12,,,,,,,,,,170,49,26,,,,,,245,,,3148,,,,,,,,,,18916,7680,1740,,,,,,2663,,30.0000,
657504,1,450032,1,2018-03-01,2016-10-01,2017-09-30,2017,364,f,366,42,,,,,,,31,,,439,,33,,,,,,472,15,,1622,,,,,,,240,,,16010,,1467,,,,,,2037,,10.0000,
657508,8,450078,5,2019-03-07,2017-04-01,2018-03-31,2017,364,f,7,,,,,,,,,,,7,,,,,,6,,13,,,,,,,,,,,,,1757,,,,,,,,297,,68.0000,
657509,2,450079,5,2019-04-11,2017-07-01,2018-06-30,2017,364,f,155,14,,25,,,,,,10,,204,,18,,,,,,222,10,,3828,,5937,,,,,,1594,,49375,,3378,,,,,,6103,,66.0000,
657510,4,450147,5,2018-06-11,2016-10-01,2017-09-30,2017,364,f,138,21,9,,,,,,,,,168,12,12,,,,,,192,,,5270,227,,,,,,,,,36408,1511,2681,,,,,,4564,,59.0000,
657513,4,450203,1,2018-08-03,2016-11-01,2017-09-30,2017,333,f,57,18,,,,,,,,,,75,11,,,,,,,86,,,2021,,,,,,,,,,19120,742,,,,,,,999,,76.0000,
657514,2,450219,5,2019-03-04,2017-09-01,2018-08-31,2017,364,t,25,,,,,,,,,,,25,,,,,,,,25,,,,,,,,,,,,,471,,,,,,,,221,,5.0000,
657526,4,450484,1,2018-06-01,2017-01-01,2017-12-31,2017,364,f,115,15,15,,,,,,,,,145,,,,,,,,145,,,2761,1473,,,,,,,,,23223,,,,,,,,1894,,43.0000,
657528,1,450539,5,2019-01-16,2017-07-01,2018-06-30,2017,364,f,44,5,,,,,,,,,,49,,,,,,,,49,,,1302,,,,,,,,,,6779,,,,,,,,76,,38.0000,
657530,11,450578,1,2018-03-05,2016-10-01,2017-09-30,2017,364,f,15,,,,,,,,,,,15,,,,,,,2,17,,,,,,,,,,,,,786,,,,,,,91,65,,14.0000,
654310,9,524025,2,2018-06-04,2017-01-01,2017-12-31,2017,364,f,25,,,,,,,,,,,25,,,,,,,,25,,,,,,,,,,,,,4884,,,,,,,,,,53.0000,
654312,7,30084,2,2018-06-23,2016-10-01,2017-09-30,2017,364,f,60,,,,,,,,,,,60,,,,,,,,60,,,,,,,,,,,,,5189,,,,,,,,,,23.0000,
654329,2,173300,2,2018-11-30,2017-07-01,2018-06-30,2017,364,f,50,,,,,,,,,,,50,,,,,,,,50,,,,,,,,,,,,,5757,,,,,,,,1201,,31.0000,
654338,7,250127,2,2018-07-02,2016-10-01,2017-09-30,2017,364,f,20,,,,,,,,,,,20,,,,,,,,20,,,,,,,,,,,,,866,,,,,,,,,,11.0000,
654342,7,320058,2,2018-06-06,2016-10-01,2017-09-30,2017,364,f,6,,,,,,,,,,,6,,,,,,,,6,,,,,,,,,,,,,92,,,,,,,,,,4.0000,
654986,4,52047,2,2018-05-04,2017-01-01,2017-12-31,2017,364,f,56,,,,,,,,,,,56,,,,32,,,,88,,,,,,,,,,,,,15940,,,,10793,,,,,,78.0000,
655049,4,100176,5,2019-07-30,2017-01-01,2017-12-31,2017,364,f,155,44,,,,,,,,,,199,,,,,,,,199,,,11395,,,,,,,,,,48809,,,,,,,,6285,,67.0000,
655051,10,121300,5,2019-09-20,2017-07-01,2018-06-30,2017,364,t,23,2,,,,,,,,,,25,,,,20,,,,45,,,253,,,,,,,,,,4321,,,,7261,,,,205,,47.0000,
655052,2,190065,5,2019-04-17,2016-10-01,2017-09-30,2017,364,f,212,24,,,,8,,,,9,,253,50,8,,54,,,,365,,,6217,,,,1452,,,,2837,,65955,10072,1774,,12297,,,,6265,,71.0000,
655053,4,190205,5,2019-08-23,2017-09-01,2018-08-31,2017,364,f,97,,,,,,,,,51,13,161,,,,,,,,161,,,,,,,,,,,12151,1835,32653,,,,,,,,2804,,55.0000,
655060,4,320009,1,2018-08-01,2017-03-01,2018-02-28,2017,364,f,246,48,,,,,,,,,,294,,,,,,,,294,,,9519,,,,,,,,,,58602,,,,,,,,3471,,54.0000,
655068,2,370020,5,2018-12-10,2017-07-01,2018-06-30,2017,364,f,96,12,,,,,,,,,,108,20,20,,,,,,148,,,2115,,,,,,,,,,12535,6614,1319,,,,,,1416,,31.0000,
655079,2,450358,5,2019-08-02,2017-01-01,2017-12-31,2017,364,f,779,33,120,,,,,,,,,932,32,31,,25,,,,1020,,,9440,37989,,,,,,,,,235309,6146,9299,,6140,,,,23159,,69.0000,
655081,11,450460,1,2018-11-27,2017-07-01,2018-06-30,2017,364,f,25,,,,,,,,,,,25,,,,,,,,25,,,,,,,,,,,,,999,,,,,,,,324,,10.0000,
657533,4,450587,1,2018-03-01,2016-10-01,2017-09-30,2017,364,f,71,12,,,,,,,,,,83,11,,,18,,,,112,,,1223,,,,,,,,,,12323,,,,1625,,,,1338,,40.0000,
657536,4,450653,5,2019-08-22,2017-01-01,2017-12-31,2017,364,f,67,8,,,,,,,,,,75,,,,,,,,75,,,1131,,,,,,,,,,7987,,,,,,,,1016,,29.0000,
657538,4,450659,5,2019-08-26,2017-08-01,2018-07-31,2017,364,t,119,14,,,,,,,,,,133,,,,,,,,133,,,3078,,,,,,,,,,21805,,,,,,,,953,,45.0000,
657539,4,450670,1,2018-11-29,2017-07-01,2018-06-30,2017,364,f,167,20,,,,,,,,7,,194,21,26,,,,,,241,11,,4086,,,,,,,,782,,42587,3520,5083,,,,,,4874,,60.0000,
657545,4,450775,5,2018-10-25,2016-10-01,2017-09-30,2017,364,f,271,22,10,,,,,,,24,,327,,27,,,,,,354,,,7592,3272,,,,,,,5137,,91413,,7412,,,,,,11058,,76.0000,
657548,4,450853,1,2018-05-31,2017-01-01,2017-12-31,2017,364,f,60,,,,,,,,,8,,68,,,,,,,,68,,,,,,,,,,,1794,,16175,,,,,,,,2030,,65.0000,
657552,5,450883,1,2018-05-30,2017-01-01,2017-12-31,2017,364,f,22,,,,,,,,,,,22,,,,,,,,22,,,,,,,,,,,,,2712,,,,,,,,825,,33.0000,
657554,4,460005,1,2018-10-30,2017-06-01,2018-05-31,2017,364,f,139,14,,,,,,,,17,,170,,,,,,12,,182,,,2453,,,,,,,,3990,,31913,,,,,,82,,859,,51.0000,
657558,4,460017,1,2019-01-17,2017-09-01,2018-08-31,2017,364,t,40,,,,,,,,,,,40,,,,,,,,40,,,,,,,,,,,,,3031,,,,,,,,376,,20.0000,
657561,4,460047,5,2019-06-13,2017-07-01,2018-06-30,2017,364,f,183,18,,,,,,,,32,,233,16,14,,,,,,263,15,,4081,,,,,,,,6054,,50998,4312,4087,,2593,,,,3591,,60.0000,
657562,4,460052,5,2019-01-07,2017-01-01,2017-12-31,2017,364,f,68,10,,10,,,,,,29,,117,,,,,,,,117,5,,1618,,591,,,,,,4404,,17255,,,,,,,,875,,40.0000,
657563,2,490002,1,2018-02-21,2016-10-01,2017-09-30,2017,364,f,44,5,,,,,,,,,,49,20,,,,,,,69,,,501,,,,,,,,,,3130,4385,,,,,,,1260,,17.0000,
657565,2,490021,1,2018-06-01,2017-01-01,2017-12-31,2017,364,f,373,37,,12,,,,,,13,,435,44,20,,130,,,,629,,,11503,,4032,,,,,,4129,,121622,12498,5114,,36210,,,,,,76.0000,
657569,4,490097,1,2018-09-06,2017-03-01,2018-02-28,2017,364,f,63,7,,,,,,,,,,70,10,,,,,,,80,,,324,,,,,,,,,,3538,2025,,,,,,,739,,13.0000,
657570,10,490104,1,2018-11-30,2017-07-01,2018-06-30,2017,364,f,4,,,,,,,,,,,4,,,,50,30,277,,361,,,,,,,,,,,,,137,,,,14369,6496,80575,,,,9.0000,
657572,2,490130,1,2018-05-31,2017-01-01,2017-12-31,2017,364,f,60,7,,,,,,,,,,67,,,,,,,,67,,,2452,,,,,,,,,,10727,,,,,,,,1178,,43.0000,
657577,4,500037,1,2018-06-04,2017-09-01,2017-12-31,2017,121,f,29,7,,,,,,,,,,36,,,,,,,,36,,,79,,,,,,,,,,1038,,,,,,,,175,,23.0000,
657578,4,500044,1,2017-12-01,2016-10-01,2017-06-30,2017,272,f,216,18,50,17,,,,,,,,301,,,,,,,,301,,,2491,4132,682,,,,,,,,44029,,,,,,,,1879,,53.0000,
657581,4,500139,1,2018-09-28,2017-05-01,2018-04-30,2017,364,f,77,30,,,,,,,,,,107,,,,,,,,107,,,5706,,,,,,,,,,15047,,,,,,,,1401,,38.0000,
657584,2,510013,5,2019-07-19,2017-01-01,2017-12-31,2017,364,f,50,9,,,,,,,,,,59,,,,20,,,,79,,,1456,,,,,,,,,,6917,,,,3045,,,,1187,,32.0000,
657596,4,30043,1,2018-09-28,2017-05-01,2018-04-30,2017,364,f,63,12,,,,,,,,,,75,19,,,,,,,94,,,1258,,,,,,,,,,13920,4911,,,,,,,240,,50.0000,
657599,2,40004,5,2018-05-29,2017-01-01,2017-12-31,2017,364,f,266,40,34,,,,,,,,,340,,,,,,,12,352,,,10359,5516,,,,,,,,,74127,,,,,,,32786,4522,,59.0000,
657610,2,50047,5,2019-07-22,2017-01-01,2017-12-31,2017,364,f,384,36,,,,,,8,,36,,464,16,,,,,,,480,,,9476,,,,,,1106,,4762,,97643,4999,,,,,,,2765,,57.0000,
657624,1,50107,1,2018-11-30,2017-07-01,2018-06-30,2017,364,f,189,28,21,,,,,,,,,238,,20,,95,,,,353,,,6107,4541,,,,,,,,,59835,,5985,,30974,,,41863,2185,,69.0000,
657626,1,50116,1,2018-12-03,2017-07-01,2018-06-30,2017,364,f,234,46,,,,,,,20,18,,318,40,36,,,,,,394,,,6126,,,,,,,369,1346,,53968,8743,5125,,,,,,2169,,46.0000,
657627,2,50122,5,2019-08-29,2017-01-01,2017-12-31,2017,364,f,146,12,,12,,,,,,,,170,,,,,,,,170,,,1877,,764,,,,,,,,15382,,,,,,,,,,24.0000,
657628,2,50127,1,2018-12-03,2017-07-01,2018-06-30,2017,364,f,69,8,,,,,,,,,,77,31,,,,,,,108,,,2128,,,,,,,,,,10768,10895,,,,,,,947,,38.0000,
657631,2,50150,1,2018-12-03,2017-07-01,2018-06-30,2017,364,f,100,4,,,,,,,,,,104,,,,,,,,104,,,806,,,,,,,,,,19028,,,,,,,,1831,,50.0000,
657634,2,50189,1,2018-03-02,2016-10-01,2017-09-30,2017,364,f,72,4,,,,,,,,,,76,,,,19,,,,95,,,244,,,,,,,,,,13895,,,,5458,,,,209,,50.0000,
657639,2,50231,1,2018-06-01,2017-01-01,2017-12-31,2017,364,f,285,40,53,10,,,,,,,,388,,,,,,,,388,,,10151,12287,2746,,,,,,,,101848,,,,,,,,,,72.0000,
657640,1,50232,1,2018-11-30,2017-07-01,2018-06-30,2017,364,f,87,11,,,,,,,,,,98,,,,,,,,98,,,2648,,,,,,,,,,16922,,,,,,,,607,,47.0000,
657646,11,50261,5,2019-03-28,2017-07-01,2018-06-30,2017,364,f,118,10,,,,,,,,,,128,,,,35,,,,163,,,1428,,,,,,,,,,24019,,,,12653,,,,1627,,51.0000,
657650,1,50280,5,2019-07-01,2017-07-01,2018-06-30,2017,364,t,202,44,,,,,,,,16,,262,,,,,,,,262,,,8518,,,,,,,,3066,,62477,,,,,,,,2395,,65.0000,
657651,4,50281,1,2018-12-03,2017-07-01,2018-06-30,2017,364,f,88,13,,,,,,,,,,101,,17,,26,,,,144,,,2757,,,,,,,,,,21238,,3910,,9405,,,,,,57.0000,
657657,2,50313,5,2019-07-22,2017-05-01,2017-12-31,2017,244,f,69,8,,,,,,,,,,77,,,,,,,,77,,,949,,,,,,,,,,8769,,,,,,,,893,,46.0000,
657659,11,50334,1,2018-11-30,2017-07-01,2018-06-30,2017,364,f,239,13,,,,,,,,11,,263,,,,,,,,263,,,3190,,,,,,,,1470,,50293,,,,,,,,1022,,52.0000,
657661,10,50348,1,2019-01-10,2017-07-01,2018-06-30,2017,364,f,242,50,45,10,,8,,,,,,355,48,14,,,,,,417,,,15342,10416,3820,,2544,,,,,,110265,15186,3085,,,,,,2676,,85.0000,
655085,2,450840,1,2018-05-31,2017-01-01,2017-12-31,2017,364,f,46,8,6,,,,,,,,,60,,,,,,,,60,,,1345,739,,,,,,,,,12374,,,,,,,,1933,,56.0000,
655087,5,450845,1,2018-06-01,2017-01-01,2017-12-31,2017,364,f,31,,,,,,,,,,,31,,,,,,,,31,,,,,,,,,,,,,1378,,,,,,,,,,12.0000,
655090,4,670078,1,2018-06-01,2017-01-01,2017-12-31,2017,364,f,50,,,,,,,,,,,50,,,,,,,,50,,,,,,,,,,,,,2308,,,,,,,,1440,,12.0000,
655104,2,151332,2,2018-06-01,2017-01-01,2017-12-31,2017,364,f,25,,,,,,,,,,,25,,,,,,,,25,,,,,,,,,,,,,4694,,,,,,,,688,,51.0000,
655106,1,180001,1,2018-06-06,2017-01-01,2017-12-31,2017,364,f,120,14,,,,,,,,,,134,,,,26,,,,160,,,3337,,,,,,,,,,31715,,,,5625,,,,3164,,65.0000,
655107,2,180004,1,2018-11-01,2017-06-01,2018-05-31,2017,364,f,41,6,,,,,,,,,,47,,,,43,,,,90,,,1273,,,,,,,,,,5125,,,,12901,,,,900,,29.0000,
655108,1,180010,5,2019-09-03,2017-07-01,2018-06-30,2017,364,f,205,38,,12,,,,,,,,255,,,,,,,,255,,,8473,,3378,,,,,,,,57911,,,,,,,,3731,,62.0000,
655110,2,180016,5,2019-06-27,2017-07-01,2018-06-30,2017,364,f,26,4,,,,,,,,,,30,,,,,,,,30,,,287,,,,,,,,,,1743,,,,,,,,951,,15.0000,
655112,1,180018,1,2018-11-28,2017-07-01,2018-06-30,2017,364,f,81,10,,,,,,,,,,91,18,8,,10,,,2,129,,,2708,,,,,,,,,,15508,4620,797,,2004,,,652,3993,,46.0000,
655113,8,180027,1,2018-03-01,2016-10-01,2017-09-30,2017,364,f,118,10,,,,,,,,,,128,,12,,160,,,,300,,,1785,,,,,,,,,,18369,,2130,,49369,,,,1803,,39.0000,
655116,6,180048,5,2019-08-08,2016-10-01,2017-09-30,2017,364,f,148,22,,,,,,,,,,170,27,,,25,,,,222,,,3126,,,,,,,,,,28448,1418,,,202,,,,2710,,45.0000,
655117,2,180051,1,2018-05-31,2017-01-01,2017-12-31,2017,364,f,170,18,6,,,,,,,,,194,,,,,,,,194,,,2609,392,,,,,,,,,18311,,,,,,,,2944,,25.0000,
655119,1,180095,1,2018-03-01,2016-10-01,2017-09-30,2017,364,f,42,6,,,,,,,,,,48,,,,,,,,48,,,294,,,,,,,,,,4070,,,,,,,,686,,23.0000,
655135,2,360002,1,2018-06-04,2017-01-01,2017-12-31,2017,364,f,39,,,,,,,,,,,39,,,,,,,,39,,,,,,,,,,,,,7197,,,,,,,,620,,50.0000,
655138,1,360014,5,2019-06-21,2017-07-01,2018-06-30,2017,364,f,58,,,,,,,,,,,58,,,,,,,,58,,,,,,,,,,,,,4728,,,,,,,,1419,,22.0000,
655141,1,360026,1,2018-05-25,2017-01-01,2017-12-31,2017,364,f,41,8,,,,,,,,,,49,,,,,,,,49,,,1028,,,,,,,,,,8549,,,,,,,,2001,,47.0000,
655143,2,360029,1,2018-12-05,2017-07-01,2018-06-30,2017,364,f,93,10,,,,,,,,,,103,,,,,,,,103,,,1039,,,,,,,,,,8594,,,,,,,,2880,,22.0000,
657662,2,50350,1,2018-06-04,2017-01-01,2017-12-31,2017,364,f,189,25,,,,,,,,10,,224,,,,,,,,224,,,4537,,,,,,,,234,,39511,,,,,,,,,,48.0000,
657663,2,50351,1,2018-05-31,2017-01-01,2017-12-31,2017,364,f,506,66,,,,12,,,,25,,609,,,,40,,,,649,,,9348,,,,3598,,,,4309,,104008,,,,12780,,,,,,46.0000,
657664,2,50352,1,2018-05-31,2017-01-01,2017-12-31,2017,364,f,55,8,,,,,,,,,,63,,,,11,37,,,111,,,948,,,,,,,,,,6779,,,,3620,12176,,,1358,,29.0000,
657665,2,50357,5,2019-04-05,2017-01-01,2017-12-31,2017,364,f,20,8,,,,,,,,,,28,,,,,,,,28,,,185,,,,,,,,,,3612,,,,,,,,239,,35.0000,
657667,2,50393,1,2018-02-27,2016-10-01,2017-09-30,2017,364,f,174,18,7,,,,,,,,,199,,,,,,,,199,3,,3209,666,,,,,,,,,29702,,,,,,,,1689,,41.0000,
657673,1,50457,1,2018-12-03,2017-07-01,2018-06-30,2017,364,f,94,19,,,,,,,,,,113,22,24,,,,,,159,,,2325,,,,,,,,,,19242,3547,4726,,,,,,1835,,46.0000,
657679,2,50528,5,2019-07-22,2017-05-01,2017-12-31,2017,244,f,36,4,,,,,,,,,,40,,,,,,,,40,,,359,,,,,,,,,,3310,,,,,,,,285,,33.0000,
657681,2,50557,5,2019-07-22,2017-05-01,2017-12-31,2017,244,f,376,35,,,,,,,,12,,423,,,,,,,,423,,,5680,,,,,,,,45,,49234,,,,,,,,4474,,47.0000,
657683,1,50590,1,2018-12-03,2017-07-01,2018-06-30,2017,364,t,126,20,,,,,,,,12,,158,,,,171,,,,329,,,3420,,,,,,,,1364,,37796,,,,57468,,,,1522,,65.0000,
657685,2,50603,5,2019-09-25,2017-07-01,2018-06-30,2017,364,f,202,31,,,,,,,,19,,252,,,,,,,,252,,,5044,,,,,,,,1907,,47336,,,,,,,,2081,,51.0000,
657686,1,50616,1,2018-11-30,2017-07-01,2018-06-30,2017,364,f,73,8,,,,,,,,,,81,,,,74,,,,155,,,1557,,,,,,,,,,13542,,,,25301,,,,42,,45.0000,
657689,6,50697,1,2018-05-30,2017-01-01,2017-12-31,2017,364,f,10,,,,,,,,,,,10,,,,,,,,10,,,,,,,,,,,,,338,,,,,,,,,,9.0000,
657693,4,50735,1,2018-12-03,2017-07-01,2018-06-30,2017,364,t,140,16,,,,,,,,,,156,,,,22,,,,178,,,2957,,,,,,,,,,30949,,,,7475,,,,,,54.0000,
657695,4,50737,1,2018-12-03,2017-07-01,2018-06-30,2017,364,f,140,10,,8,4,,,,,20,,182,,28,,,,,,210,,,2690,,1957,1031,,,,,2296,,51683,,5952,,,,,,,,78.0000,
657697,4,50758,1,2018-05-30,2017-01-01,2017-12-31,2017,364,f,94,8,,,,,,,,,,102,,,,,,,,102,,,709,,,,,,,,,,10822,,,,,,,,,,29.0000,
657698,1,50761,1,2018-05-23,2017-01-01,2017-12-31,2017,364,f,201,27,,,,,,,,21,,249,,,,,,,,249,,,5314,,,,,,,,4118,,56555,,,,,,,,1945,,62.0000,
657700,1,50770,1,2019-01-18,2017-07-01,2018-06-30,2017,364,t,94,12,,,,,,,,6,,112,,,,,,,,112,,,3228,,,,,,,,214,,32915,,,,,,,,,,80.0000,
657701,2,50772,5,2019-06-03,2017-01-01,2017-12-31,2017,364,f,258,30,48,,,,,,,,,336,,,,,,,,336,,,8194,14117,,,,,,,,,92328,,,,,,,,7965,,75.0000,
657702,9,50773,1,2018-12-03,2017-07-01,2018-06-30,2017,364,t,39,6,,,,,,,,,,45,,,,,,,,45,,,2164,,,,,,,,,,12095,,,,,,,,1361,,73.0000,
657708,4,60032,1,2018-06-01,2017-01-01,2017-12-31,2017,364,f,172,35,,,,,,,,24,,231,,,,,,,,231,25,,5015,,,,,,,,4034,,47171,,,,,,,,3611,,56.0000,
657711,2,80007,1,2018-11-30,2017-07-01,2018-06-30,2017,364,f,173,,,20,,,,,,,,193,,,,,,,,193,,,,,6167,,,,,,,,46054,,,,,,,,6053,,65.0000,
